Name,Location,Description,record,expression,labels,alert,enabled,severity,for,actions,resolveConfiguration,annotations,translation
RabbitMQSaasRuleGroup,eastus,Alerts on RabbitMQ Saas,,sum by (region) (rabbitmq_queue_messages >= 10000),"{'metric': 'rabbitmq_queue_messages', 'service': 'rabbitmq-saas', 'pod': 'rabbitmq', 'rulesgroup': 'rabbitmq', 'severity': '3'}",RabbitMQQueueMessagesHigh,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert RabbitMQQueueMessagesHigh has fired on #$.labels.region#', 'IcM.Description': 'The RabbitMQ queue has more than 10,000 messages.', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-file-storage/azure-netapp-files/azure-netapp-files/runbooks/rabbitmq-queue-high'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'The RabbitMQ queue has more than 10,000 messages.', 'summary': 'High RabbitMQ Queue Messages'}","Show the total number of regions where there are at least 10,000 messages in a RabbitMQ queue."
RabbitMQSaasRuleGroup,eastus,Alerts on RabbitMQ Saas,,sum by (region) (rabbitmq_connection_error) > 0,"{'metric': 'rabbitmq_connection_error', 'service': 'rabbitmq-saas', 'pod': 'rabbitmq', 'rulesgroup': 'rabbitmq', 'severity': '2'}",RabbitmqConnectionError,True,2.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert RabbitmqConnectionError has fired on #$.labels.region#', 'IcM.Description': 'There is an issue connecting to Rabbitmq', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/rabbitmq-connection-error'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'There is an issue connecting to Rabbitmq', 'summary': 'Consumer is unable to connect to Rabbitmq'}",There is at least one RabbitMQ connection error in each region.
RabbitMQSaasRuleGroup,eastus,Alerts on RabbitMQ Saas,,"(predict_linear(rabbitmq_disk_space_available_bytes[24h], 60*60*24) * on (instance) group_left(rabbitmq_cluster, rabbitmq_node, pod) rabbitmq_identity_info < rabbitmq_disk_space_available_limit_bytes * on (instance) group_left(rabbitmq_cluster, rabbitmq_node, pod) rabbitmq_identity_info) and (count_over_time(rabbitmq_disk_space_available_limit_bytes[2h] offset 22h) * on (instance) group_left(rabbitmq_cluster, rabbitmq_node, pod) rabbitmq_identity_info > 0)","{'metric': 'rabbitmq_disk_space_available_bytes', 'service': 'rabbitmq-saas', 'pod': 'rabbitmq', 'rulesgroup': 'rabbitmq', 'severity': '3'}",LowDiskWatermarkPredicted,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert LowDiskWatermarkPredicted has fired on #$.labels.region#', 'IcM.Description': 'The predicted free disk space in 24 hours from now is running low'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'The predicted free disk space in 24 hours from now is running low', 'summary': ""Based on the trend of available disk space over the past 24 hours, it's predicted that, in 24 hours from now, a disk alarm will be triggered since the free disk space will drop below the free disk space limit. This alert is reported for the partition where the RabbitMQ data directory is stored. When the disk alarm will be triggered, all publishing connections across all cluster nodes will be blocked. See https://www.rabbitmq.com/alarms.html, https://www.rabbitmq.com/disk-alarms.html, https://www.rabbitmq.com/production-checklist.html#resource-limits-disk-space, https://www.rabbitmq.com/persistence-conf.html, https://www.rabbitmq.com/connection-blocked.html.""}","""Alert when the predicted available disk space for RabbitMQ in the next 24 hours is less than the defined limit and there has been at least one measurement of the disk space limit in the last 2 hours (looking back from 22 hours ago), indicating that the disk space is likely to run out soon."""
RabbitMQSaasRuleGroup,eastus,Alerts on RabbitMQ Saas,,"(sum(rate(rabbitmq_connections_closed_total[5m]) * on(instance) group_left(rabbitmq_cluster, rabbitmq_node) rabbitmq_identity_info) by(namespace, rabbitmq_cluster) + sum(rate(rabbitmq_connections_opened_total[5m]) * on(instance) group_left(rabbitmq_cluster, rabbitmq_node) rabbitmq_identity_info) by(namespace, rabbitmq_cluster)) / sum (rabbitmq_connections * on(instance) group_left(rabbitmq_cluster) rabbitmq_identity_info) by (namespace, rabbitmq_cluster) > 0.1 unless sum (rabbitmq_connections * on(instance) group_left(rabbitmq_cluster) rabbitmq_identity_info) by (namespace, rabbitmq_cluster) < 100","{'metric': 'rabbitmq_connections_opened_total', 'service': 'rabbitmq-saas', 'pod': 'rabbitmq', 'rulesgroup': 'rabbitmq', 'severity': '3'}",HighConnectionChurn,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert HighConnectionChurn has fired on #$.labels.region#', 'IcM.Description': 'Over the last 5 minutes of total connections are closed or opened per second in RabbitMQ cluster'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'Over the last 5 minutes of total connections are closed or opened per second in RabbitMQ cluster', 'summary': 'More than 10% of total connections are churning. This means that client application connections are short-lived instead of long-lived. Read https://www.rabbitmq.com/connections.html#high-connection-churn to understand why this is an anti-pattern.'}","""Trigger an alert when the rate of closed and opened RabbitMQ connections over the last 5 minutes, averaged by namespace and cluster, exceeds 10% of the total number of connections, but only if there are at least 100 connections in the cluster."""
RabbitMQSaasRuleGroup,eastus,Alerts on RabbitMQ Saas,,"sum(rabbitmq_build_info{kubernetes_pod_name=~""rabbitmq-.*""})<3","{'metric': 'rabbitmq_build_info', 'service': 'rabbitmq-saas', 'pod': 'rabbitmq', 'rulesgroup': 'rabbitmq', 'severity': '3'}",RabbitMqClusterNotAllNodesRunning,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert RabbitMqClusterNotAllNodesRunning has fired on prometheusmdmeastus-stage', 'IcM.Description': 'Some RabbitMQ Cluster Nodes Are Down'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'Some RabbitMQ Cluster Nodes Are Down', 'summary': 'Some RabbitMQ Cluster Nodes Are Down'}","The number of RabbitMQ pods with names starting with ""rabbitmq-"" is less than 3."
RabbitMQSaasRuleGroup,eastus,Alerts on RabbitMQ Saas,,"kube_persistentvolumeclaim_status_phase{phase=""Bound""} * on (namespace, persistentvolumeclaim) group_left(label_app_kubernetes_io_name) kube_persistentvolumeclaim_labels{label_app_kubernetes_io_component=""rabbitmq""} == 0","{'metric': 'kube_persistentvolumeclaim_status_phase', 'service': 'rabbitmq-saas', 'pod': 'rabbitmq', 'rulesgroup': 'rabbitmq', 'severity': '3'}",PersistentVolumeMissing,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert PersistentVolumeMissing has fired on #$.labels.region#', 'IcM.Description': 'PersistentVolumeClaim in rabbitmq namespace is not bound.'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'PersistentVolumeClaim in rabbitmq namespace is not bound.', 'summary': 'This alert depends on kube-state-metrics to be installed in the k8s cluster RabbitMQ needs a PersistentVolume for its data. However, there is no PersistentVolume bound to the PersistentVolumeClaim. This means the requested storage could not be provisioned. Check the status of the PersistentVolumeClaim: `kubectl -n rabbitmq describe pvc `.'}","""Alert when there are no RabbitMQ Persistent Volume Claims in the 'Bound' phase, meaning that RabbitMQ is not properly attached to its required storage."""
RabbitMQSaasRuleGroup,eastus,Alerts on RabbitMQ Saas,,"sum by(namespace, rabbitmq_cluster) (increase(rabbitmq_channel_messages_unroutable_dropped_total[5m]) * on(instance) group_left(rabbitmq_cluster) rabbitmq_identity_info) >= 1 or sum by(namespace, rabbitmq_cluster) (increase(rabbitmq_channel_messages_unroutable_returned_total[5m]) * on(instance) group_left(rabbitmq_cluster) rabbitmq_identity_info) >= 1","{'metric': 'rabbitmq_channel_messages_unroutable_dropped_total', 'service': 'rabbitmq-saas', 'pod': 'rabbitmq', 'rulesgroup': 'rabbitmq', 'severity': '3'}",UnroutableMessages,False,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert UnroutableMessages has fired on #$.labels.region#', 'IcM.Description': 'There were unroutable messages within the last 5 minutes in RabbitMQ cluster'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'There were unroutable messages within the last 5 minutes in RabbitMQ cluster', 'summary': 'There are messages published into an exchange which cannot be routed and are either dropped silently, or returned to publishers. Is your routing topology set up correctly? Check your application code and bindings between exchanges and queues. See https://www.rabbitmq.com/publishers.html#unroutable, https://www.rabbitmq.com/confirms.html#when-publishes-are-confirmed.'}","""Trigger an alert if, within a 5-minute window, there is at least one occurrence of either unroutable messages being dropped or unroutable messages being returned in any RabbitMQ cluster across all namespaces."""
RabbitMQSaasRuleGroup,eastus,Alerts on RabbitMQ Saas,,"sum by(namespace, rabbitmq_cluster, pod, rabbitmq_node) (max_over_time(rabbitmq_process_open_fds[5m]) * on(instance) group_left(rabbitmq_cluster, rabbitmq_node, pod) rabbitmq_identity_info) / sum by(namespace, rabbitmq_cluster, pod, rabbitmq_node) (rabbitmq_process_max_tcp_sockets  * on(instance) group_left(rabbitmq_cluster, rabbitmq_node, pod) rabbitmq_identity_info) > 0.8","{'metric': 'rabbitmq_process_open_fds', 'service': 'rabbitmq-saas', 'pod': 'rabbitmq', 'rulesgroup': 'rabbitmq', 'severity': '3'}",FileDescriptorsNearLimit,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert FileDescriptorsNearLimit has fired on #$.labels.region#', 'IcM.Description': 'file descriptors are nearing file descriptor limit in RabbitMQ node. Restart it please.'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'file descriptors are nearing file descriptor limit in RabbitMQ node. Restart it please.', 'summary': 'More than 80% of file descriptors are used on the RabbitMQ node. When this value reaches 100%, new connections will not be accepted and disk write operations may fail. Client libraries, peer nodes and CLI tools will not be able to connect when the node runs out of available file descriptors. See https://www.rabbitmq.com/production-checklist.html#resource-limits-file-handle-limit.'}","""Trigger an alert when the average number of open file descriptors for a RabbitMQ node exceeds 80% of its maximum allowed TCP sockets over the last 5 minutes, grouped by namespace, cluster, pod, and node."""
RabbitMQSaasRuleGroup,eastus,Alerts on RabbitMQ Saas,,"sum by(namespace, rabbitmq_cluster, pod, rabbitmq_node) (max_over_time(rabbitmq_process_open_tcp_sockets[5m]) * on(instance) group_left(rabbitmq_cluster, rabbitmq_node, pod) rabbitmq_identity_info) / sum by(namespace, rabbitmq_cluster, pod, rabbitmq_node) (rabbitmq_process_max_tcp_sockets * on(instance) group_left(rabbitmq_cluster, rabbitmq_node, pod) rabbitmq_identity_info) > 0.8","{'metric': 'rabbitmq_process_open_tcp_sockets', 'service': 'rabbitmq-saas', 'pod': 'rabbitmq', 'rulesgroup': 'rabbitmq', 'severity': '3'}",TCPSocketsNearLimit,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert TCPSocketsNearLimit has fired on #$.labels.region#', 'IcM.Description': 'TCP sockets of TCP socket limit are open in RabbitMQ node.'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'TCP sockets of TCP socket limit are open in RabbitMQ node.', 'summary': 'More than 80% of TCP sockets are open on the RabbitMQ node. When this value reaches 100%, new connections will not be accepted. Client libraries, peer nodes and CLI tools will not be able to connect when the node runs out of available TCP sockets. See https://www.rabbitmq.com/networking.html.'}","""Trigger an alert when the average number of open TCP sockets for a RabbitMQ node exceeds 80% of its maximum allowed TCP sockets over the last 5 minutes, grouped by namespace, cluster, pod, and node."""
RabbitMQSaasRuleGroup,eastus,Alerts on RabbitMQ Saas,,rabbitmq_alarms_free_disk_space_watermark == 1,"{'metric': 'rabbitmq_alarms_free_disk_space_watermark', 'service': 'rabbitmq-saas', 'pod': 'rabbitmq', 'rulesgroup': 'rabbitmq', 'severity': '2'}",RabbitmqDiskAlarm,True,2.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert RabbitmqDiskAlarm has fired on #$.labels.region#', 'IcM.Description': 'The available disk space on the server is below 8 GB. Please take action to prevent issues.', 'IcM.TsgId': 'https://eng.ms/docs/cloud-ai-platform/azure-core/azure-storage/azure-storage-dev-mansah/azure-netapp-files/azure-netapp-files/runbooks/rabbitmq-disk-alarm'}}]","{'autoResolved': False, 'timeToResolve': 'PT10M'}","{'description': 'The available disk space on the server is below 8 GB. Please take action to prevent issues.', 'summary': 'The available disk space on the server is below 8 GB. Please take action to prevent issues.'}",Alert when RabbitMQ's free disk space falls below the watermark threshold.
RabbitMQRuleGroup,eastus,Alerts for RabbitMQ,,sum by (region) (rabbitmq_up) == 0,"{'metric': 'rabbitmq_up', 'service': 'rabbitmq', 'severity': 'medium', 'pod': 'rabbitmq'}",RabbitMQDown,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert RabbitMQDown has fired on #$.labels.region#', 'IcM.Description': 'RabbitMQ is down\n'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'RabbitMQ is down\n', 'summary': 'RabbitMQ is down', 'dashboard': 'to-be-added'}",There are no RabbitMQ instances running in any region.
RabbitMQRuleGroup,eastus,Alerts for RabbitMQ,,sum by (region) (rabbitmq_running) < 3,"{'metric': 'rabbitmq_running', 'service': 'rabbitmq', 'severity': 'medium', 'pod': 'rabbitmq'}",RabbitMQClusterDegraded,True,3.0,,"[{'actionGroupId': '/subscriptions/19998cf7-a1b7-4c69-8daf-1f026e397d66/resourcegroups/anf.automation-stage.rg/providers/microsoft.insights/actionGroups/Azure-Monitor-IcM-Stage', 'actionProperties': {'IcM.Title': 'Azure Monitor Alert RabbitMQClusterDegraded has fired on #$.labels.region#', 'IcM.Description': 'Fewer than 3 nodes are running in RabbitMQ cluster'}}]","{'autoResolved': True, 'timeToResolve': 'PT10M'}","{'description': 'Fewer than 3 nodes are running in RabbitMQ cluster', 'summary': 'RabbitMQ cluster is degraded (instance #$.labels.node#)', 'dashboard': 'to-be-added'}",There are fewer than 3 RabbitMQ instances running in each region.
